molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL1076468,1726.0,nM,CCN(CC)CCNc1cc(-n2c(Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1,5.762959208620809,602.2729423359999,8,3,6.892320000000006,False
CHEMBL1087636,1748.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCN)ncn1,5.757458571701616,546.2103420800001,8,4,5.5092200000000044,False
CHEMBL1084451,1754.0,nM,CCN1CCC(CNc2nccc(-c3cccnc3Oc3ccc(Nc4nc5ccccc5[nH]4)c4ccccc34)n2)CC1,5.755970410969978,570.2855577080002,8,3,7.247800000000006,False
CHEMBL3948670,1789.0,nM,CN1CCC(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cc2)CC1,5.747389659432627,523.2558953040001,5,2,5.350300000000005,False
CHEMBL464409,1800.0,nM,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=S)cc4F)c3s2)c1,5.7447274948966935,544.1151441320001,7,1,6.267200000000003,False
CHEMBL3758749,1810.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,5.742321425130816,560.2302665960001,8,2,5.304000000000005,False
CHEMBL3760090,1860.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,5.730487055782083,560.2302665960001,8,2,5.304000000000006,False
CHEMBL3948354,1873.0,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4)c(Cl)c3)ncnc2cc1OCCN1CCCCC1,5.727462222624762,546.214616532,7,3,6.544100000000005,False
CHEMBL4468893,1883.43,nM,COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCOCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,5.725050516251085,588.189251612,13,2,2.388299999999999,False
CHEMBL522785,1900.0,nM,COc1cc2nc(Nc3cc(C)[nH]n3)nc(Nc3cccc(-c4nc5ccccc5s4)c3)c2cc1OC,5.721246399047171,509.16339397599995,9,3,6.442420000000004,False
CHEMBL1086675,1900.0,nM,CCCc1c(C(=O)Nc2ccc(Oc3ccnc4cc(-c5cn(C)cn5)sc34)c(F)c2)cnn1-c1ccccc1,5.721246399047171,552.1743732600002,8,1,7.018700000000005,False
